#,Index No,Result
1,19000308,F
2,19000634,C+
3,19001012,C
4,19001304,F
5,19001363,F
6,19001509,E
7,19001959,B+
8,20000014,A+
9,20000022,B+
10,20000032,E
11,20000049,B+
12,20000057,B
13,20000065,B-
14,20000073,A
15,20000081,B
16,20000091,C-
17,20000103,A+
18,20000111,A
19,20000121,D
20,20000138,B+
21,20000146,A
22,20000154,A-
23,20000162,A
24,20000172,A-
25,20000189,B
26,20000197,B+
27,20000202,C
28,20000219,A-
29,20000227,B-
30,20000235,C
31,20000243,B
32,20000251,A
33,20000261,D+
34,20000278,C-
35,20000286,A
36,20000294,B
37,20000308,B
38,20000316,A
39,20000324,C-
40,20000332,B
41,20000342,C+
42,20000359,D+
43,20000367,A+
44,20000375,A
45,20000383,B+
46,20000391,B
47,20000405,D
48,20000413,B
49,20000421,C+
50,20000431,A-
51,20000448,C+
52,20000456,B-
53,20000464,E
54,20000472,B+
55,20000482,A
56,20000499,A+
57,20000502,B+
58,20000512,A+
59,20000529,C
60,20000537,B-
61,20000545,A-
62,20000553,B-
63,20000571,A
64,20000588,B-
65,20000596,B+
66,20000601,A
67,20000618,B
68,20000626,C
69,20000634,B-
70,20000642,B+
71,20000652,B
72,20000669,A
73,20000677,D
74,20000685,B
75,20000693,B+
76,20000707,B-
77,20000715,B
78,20000723,A
79,20000731,B+
80,20000741,A
81,20000758,C+
82,20000766,A
83,20000774,B-
84,20000782,A
85,20000792,A
86,20000804,A
87,20000812,C
88,20000822,B+
89,20000839,C
90,20000847,B-
91,20000855,C
92,20000863,B-
93,20000871,F
94,20000881,B+
95,20000898,A-
96,20000901,B-
97,20000911,C+
98,20000928,A
99,20000936,B-
100,20000944,C+
101,20000952,C+
102,20000962,B+
103,20000979,D
104,20000987,A
105,20000995,B
106,20001002,A
107,20001012,C
108,20001029,A
109,20001037,A
110,20001045,B-
111,20001053,A
112,20001061,A
113,20001071,C+
114,20001096,D+
115,20001101,C
116,20001118,B+
117,20001126,C-
118,20001134,A
119,20001142,C+
120,20001152,D+
121,20001169,C
122,20001177,C
123,20001185,B+
124,20001193,A
125,20001207,A
126,20001215,B
127,20001223,A+
128,20001231,A
129,20001241,B-
130,20001258,B
131,20001266,C+
132,20001274,C-
133,20001282,F
134,20001292,A-
135,20001304,C+
136,20001312,A-
137,20001322,B-
138,20001339,B-
139,20001347,A
140,20001355,D+
141,20001363,B-
142,20001371,C
143,20001381,A-
144,20001398,B+
145,20001401,C+
146,20001411,B+
147,20001428,C+
148,20001436,B-
149,20001444,C-
150,20001452,B-
151,20001462,A-
152,20001479,B+
153,20001487,B-
154,20001495,A
155,20001509,A+
156,20001517,F
157,20001525,A-
158,20001533,B-
159,20001541,A
160,20001551,A
161,20001568,A-
162,20001576,B-
163,20001584,C
164,20001606,B+
165,20001614,D
166,20001622,C
167,20001632,A-
168,20001649,C
169,20001657,C
170,20001665,A-
171,20001673,B+
172,20001681,A
173,20001691,A-
174,20001703,F
175,20001711,A-
176,20001721,B
177,20001738,A
178,20001746,C
179,20001754,C
180,20001762,A-
181,20001772,C+
182,20001789,C+
183,20001797,A+
184,20001802,C
185,20001819,B+
186,20001827,A
187,20001835,A
188,20001843,C
189,20001851,B-
190,20001861,F
191,20001878,B-
192,20001886,D
193,20001894,B+
194,20001908,A
195,20001916,B+
196,20001924,A
197,20001932,B+
198,20001942,B+
199,20001959,B
200,20001967,B
201,20001975,C+
202,20001983,B
203,20001991,C
204,20002009,A
205,20002017,D+
206,20002025,B+
207,20002033,A
208,20002041,A+
209,20002051,A
210,20002068,C
211,20002076,B
212,20002084,B
213,20002092,A
214,20002106,D+
215,20002114,A-
216,20002122,A-
217,20002132,C+
218,20002149,A
219,20002157,B+
220,20002165,B+
221,20002173,C
222,20002181,B
223,20002191,A
224,20002203,A
225,20002211,B-
226,20002221,C-
227,20002238,B
228,20002246,D+
229,17001005,C+
230,17001536,C+
231,19000693,C+
232,19001703,F
